# 256 Phase Filters
# Single Set of Coefficients

# The original filename is:
# lanczos18_256p_128.txt

# Coefficients
 -13,  30, 132, -20
 -13,  29, 132, -20
 -13,  28, 132, -20
 -12,  27, 132, -19
 -12,  27, 132, -19
 -12,  26, 132, -19
 -11,  25, 132, -18
 -11,  24, 132, -18
 -11,  24, 132, -17
 -10,  23, 132, -17
 -10,  22, 132, -17
 -10,  22, 132, -16
 -10,  21, 132, -16
  -9,  20, 132, -15
  -9,  20, 132, -15
  -9,  19, 132, -15
  -8,  18, 132, -14
  -8,  18, 132, -14
  -8,  17, 132, -13
  -8,  16, 132, -13
  -7,  16, 132, -13
  -7,  15, 132, -12
  -7,  14, 132, -12
  -6,  14, 132, -11
  -6,  13, 132, -11
  -6,  12, 132, -10
  -6,  12, 132, -10
  -5,  11, 132,  -9
  -5,  10, 132,  -9
  -5,  10, 131,  -9
  -4,   9, 131,  -8
  -4,   9, 131,  -8
  -4,   8, 131,  -7
  -4,   8, 131,  -7
  -3,   7, 131,  -6
  -3,   6, 130,  -6
  -3,   6, 130,  -5
  -3,   5, 130,  -5
  -2,   5, 130,  -4
  -2,   4, 130,  -4
  -2,   4, 130,  -3
  -2,   3, 129,  -3
  -1,   3, 129,  -2
  -1,   2, 129,  -2
  -1,   2, 129,  -1
   0,   1, 128,  -1
   0,   1, 128,   0


